,model_name,fit_time,score_time,train_accuracy,train_balanced_accuracy,train_roc_auc,train_recall,train_precision,train_f1,test_score,test_roc_auc,test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_f1
0,Random Forest,82.13728017807007,1.8970325469970704,0.8162275330004501,0.816213619223397,0.8932361408956508,0.8093255432902338,0.8206157680179764,0.814864275063325,0.6610443913726873,0.6160728118127805,0.7949829668628058,0.6160728118127805,0.15753646677471636,0.40601503759398494,0.22699673049976649
